id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11268622,Boutique home in Hipster heaven!,11808882,Julia & Jonas,,Södermalms,59.31253,18.07913,Entire home/apt,2300,4,39,2019-08-03,0.65,1,248
11352961,Spacious charming 2 BR apartment,19436078,Ester,,Enskede-Årsta-Vantörs,59.28694,18.09512,Entire home/apt,1069,2,21,2016-07-04,0.33,2,30
11353250,Cozy and light room,1724256,Armin,,Rinkeby-Tensta,59.39756,17.93811,Private room,500,30,4,2021-04-30,0.06,5,203
11367002,Share apartment close to city,4964311,Sandra,,Enskede-Årsta-Vantörs,59.29956,18.07609,Private room,399,1,13,2017-05-25,0.25,1,90
11374367,Modern .,59621138,Natalia,,Hägersten-Liljeholmens,59.28199,17.96046,Private room,700,1,0,,,2,0
11384204,Stockholm - Child-friendly townhouse,59699325,Robert,,Hässelby-Vällingby,59.3748,17.81851,Entire home/apt,990,2,10,2016-04-02,0.21,1,0
11390212,KISTA TOWER,59751717,Sasou,,Rinkeby-Tensta,59.40564,17.94209,Entire home/apt,950,1,32,2016-05-26,0.49,1,0
11436183,Kungsholmen - 2 rok,6592625,Sanna,,Kungsholmens,59.32825,18.04599,Entire home/apt,571,1,1,2016-03-30,0.02,2,4
11472357,Big room in lovely spacious aprtm,19436078,Ester,,Enskede-Årsta-Vantörs,59.28686,18.09723,Private room,650,1,0,,,2,365
11475311,Beautiful room in the heart of Sthlm,60382217,Maria,,Norrmalms,59.33797,18.05992,Private room,545,1,21,2016-07-10,0.32,1,1
11508204,Natur och miljö med sjö & parken i stan .,59621138,Natalia,,Hägersten-Liljeholmens,59.28354,17.95932,Private room,700,1,1,2018-05-26,0.03,2,363
11508734,Nice studio in Hornstull,6610477,Christine & Kamel,,Södermalms,59.31667,18.03537,Entire home/apt,1538,290,7,2016-09-05,0.11,3,0
11509509,Perfect apartement for families,59705124,Esbjörn,,Norrmalms,59.33822,18.04569,Entire home/apt,1200,1,8,2018-04-01,0.13,1,3
11522279,Bright room in central Aspudden,60747298,Myrtha,,Hägersten-Liljeholmens,59.30524,18.00179,Private room,450,1,7,2018-12-18,0.20,1,40
11558511,Family apartment 5 rooms Södermalm,2695728,Rickard & Frida,,Södermalms,59.31147,18.06168,Entire home/apt,1800,5,10,2018-07-20,0.17,1,0
11582170,Romantic one bedroom apartment: Charm,31783855,Residence,,Södermalms,59.32531,18.07329,Entire home/apt,2070,2,24,2019-08-25,0.63,8,343
11716750,Nice house with pool near the city,62297259,Charlotte,,Skarpnäcks,59.27754,18.11499,Entire home/apt,2500,7,9,2019-05-10,0.15,1,205
11757293,Central modern 1 bedroom apartment!,62560122,Hanna,,Hägersten-Liljeholmens,59.29942,18.00219,Entire home/apt,425,3,8,2017-04-18,0.13,1,0
11764629,"Spacious, bright, freshly renovated room",1724256,Armin,,Rinkeby-Tensta,59.3975,17.93991,Private room,500,30,0,,,5,365
11891173,Fin lägenhet på Södermalm - 8 pers,63412889,Annette,,Södermalms,59.31045,18.06407,Entire home/apt,795,1,55,2019-11-11,0.97,1,331
11914912,Charming apartment in Södermalm,6290283,Lina,,Södermalms,59.31176,18.05942,Entire home/apt,1100,4,27,2019-08-18,0.42,1,0
11960750,A cozy one room apartment in central Stockholm,63879185,Minna,,Kungsholmens,59.33491,18.02309,Entire home/apt,650,3,29,2017-06-25,0.49,1,58
11962346,Northvalley residence,63891109,Per,,Farsta,59.26305,18.1132,Entire home/apt,2000,5,0,,,1,200
11989275,SOFO Södermalm with balcony,39326089,Ahmed,,Södermalms,59.30924,18.07668,Private room,916,1,48,2018-03-27,48,1,358
12046135,Cozyroom close to downtown withWifi,17865870,Jojo,,Hägersten-Liljeholmens,59.31532,18.01162,Private room,450,7,66,2019-11-12,1.15,1,365
12148806,Budget Bedroom Sandsborg Guesthouse  City close,65225221,Eva,,Enskede-Årsta-Vantörs,59.28522,18.09285,Private room,350,2,47,2018-08-26,0.90,4,38
12206219,Lovely house close to Globen!,65638565,Jerker,,Enskede-Årsta-Vantörs,59.28333,18.06856,Entire home/apt,2000,3,22,2017-07-03,0.37,1,228
12249965,Excellent living in trendiest area!,11211418,Alexandra,,Södermalms,59.31937,18.03448,Entire home/apt,1600,3,25,2018-09-16,0.62,1,349
12272399,Cozy studio - best location inSOFO,1436617,Anna,,Södermalms,59.30997,18.07997,Entire home/apt,1200,28,21,2017-09-02,0.33,1,0
12315671,Charming and clean family house!,11473597,Karin,,Farsta,59.27431,18.0745,Entire home/apt,2500,4,3,2019-06-30,0.10,1,363
12328915,Charming house close to Stockholm.,53959406,Madeleine,,Bromma,59.32336,17.95211,Entire home/apt,2600,7,1,2017-06-01,0.02,1,340
12372503,"3 room, light and bright apartment",62983582,Louise,,Skärholmens,59.29127,17.94417,Entire home/apt,1200,3,14,2016-07-14,0.22,3,112
12382242,Large Sunny Room in Kristineberg,66925518,Anita,,Kungsholmens,59.33646,17.99869,Private room,390,3,78,2018-04-18,1.28,1,0
12383182,Gay friendly room+gym/sauna/pool/jogging i nature,65950728,Michael,,Enskede-Årsta-Vantörs,59.26127,18.03977,Entire home/apt,1000,1,4,2019-06-12,0.07,1,364
12449784,"Stylish, quiet apartment - minutes from metro",67356754,Jenny,,Hägersten-Liljeholmens,59.29285,17.99254,Entire home/apt,700,2,32,2021-07-12,1.21,1,3
12462178,Large 30 sqm room with toilet,1724256,Armin,,Rinkeby-Tensta,59.39643,17.93975,Private room,500,30,0,,,5,171
12462453,Furnished room for renting,67439327,Ben,,Östermalms,59.35436,18.09047,Entire home/apt,4999,1,0,,,1,0
12498676,Cosy and fresh room in the city,65593325,Dorota,,Norrmalms,59.34953,18.05715,Private room,500,4,68,2016-06-23,1.07,1,1
12511760,Nice apartment in Stockholm,67759750,Kamilla,,Hägersten-Liljeholmens,59.30449,17.96172,Entire home/apt,928,3,31,2019-12-01,0.52,1,177
12556116,Charming villa close to city,29298842,Patrik,,Hägersten-Liljeholmens,59.29967,17.99006,Entire home/apt,2000,14,2,2016-08-13,0.04,1,91
12635870,Stunning Designer Apartment in the Heart of Stockholm,68620876,Inger,,Norrmalms,59.34464,18.06084,Entire home/apt,3100,4,45,2020-01-03,0.74,1,301
12645034,Bright large Rum in Stockholm,68678816,Lidya,,Farsta,59.25626,18.08265,Private room,550,2,17,2016-08-17,0.28,1,0
12679511,For children & Well connected,67085031,Petter,,Södermalms,59.3106,18.06037,Entire home/apt,1282,5,16,2017-06-29,0.26,1,224
12689040,Amazing 33 sqm in central Stockholm,67251753,Jenny,,Norrmalms,59.34717,18.05565,Private room,400,365,0,,,1,365
12723397,Ljus och fräsh 2:a.,69180091,Janna,,Älvsjö,59.29054,17.99953,Entire home/apt,857,1,11,2017-02-10,0.18,1,200
12723835,Rent my cozy apt! Best location in Sthlm!,6157327,Jenny,,Hägersten-Liljeholmens,59.31451,18.00568,Entire home/apt,900,2,10,2019-02-05,0.17,1,356
12791349,Charming Old Town studio,21560715,Inger,,Södermalms,59.32606,18.07522,Entire home/apt,1500,2,32,2019-06-08,0.54,1,0
12806646,Classic Beauty in the city CENTER,69801329,Elisabet,,Norrmalms,59.33388,18.06117,Entire home/apt,1490,2,13,2016-12-22,0.21,1,350
12807694,Perfectly planned apt. with balcony,69810217,Marre & Sofia,,Östermalms,59.3479,18.10731,Entire home/apt,999,2,162,2020-02-17,2.58,1,138
12816207,"Villa Close  Sthlm City, Enskede",44101136,Håkan,,Skarpnäcks,59.27793,18.10779,Entire home/apt,2300,3,0,,,1,362
12822620,Beautiful apartment in Stockholm!,57351791,Alberto,,Södermalms,59.31841,18.03738,Entire home/apt,2564,7,11,2019-07-10,0.18,1,0
12828993,Nice and light room in the top of the building,17749108,Eva,,Södermalms,59.31332,18.06171,Private room,650,2,89,2019-12-01,1.43,2,85
12829614,Only 10 minute walk from The Globe!,11903135,Petter,,Enskede-Årsta-Vantörs,59.28297,18.08517,Entire home/apt,1399,3,2,2019-06-15,0.09,1,365
12839976,Familjevilla nära T-bana och natur,70110018,Hannah,,Hägersten-Liljeholmens,59.30345,17.95929,Entire home/apt,2500,4,8,2017-06-30,0.14,1,51
12856559,"In the heart of SoFo, Södermalm - Skanstull",55393319,N Sophie,,Södermalms,59.30821,18.0783,Entire home/apt,1300,2,13,2016-09-26,0.22,1,365
12879928,Private room in slick new apartment near Södermalm,824706,Per-Ola,,Farsta,59.2627,18.08765,Private room,364,2,22,2016-08-25,0.89,2,351
12884891,2Room apartment in popular SOFOarea,70512831,Malin,,Södermalms,59.31592,18.09186,Entire home/apt,1150,4,33,2019-09-09,1.20,1,77
12907178,Nice apartment & hip neighbourhood,70740106,Frida,,Södermalms,59.31806,18.02819,Entire home/apt,895,3,12,2016-07-01,0.20,1,177
12907702,Bright apartment in Södermalm Stockholm,27141027,Dan,,Södermalms,59.31871,18.0552,Entire home/apt,1495,3,25,2019-10-21,0.64,1,295
12910536,Cosy apartment near Stockholm Central,70770699,Amr,,Farsta,59.23664,18.09241,Entire home/apt,1200,3,0,,,1,364
12914040,Room in moder apartment by the sea,60439196,Sara-Maria,,Södermalms,59.30474,18.08926,Private room,750,2,116,2019-06-14,1.85,1,181
12927342,Villa Flysta,1082899,Daniel,,Spånga-Tensta,59.36795,17.89479,Entire home/apt,2200,3,3,2019-06-08,0.05,1,363
12927843,City Center Apartment by the sea,53335560,Tomas,,Kungsholmens,59.34054,18.0095,Entire home/apt,799,2,47,2019-09-02,0.83,1,201
12949236,Härligt rum i Enskede,71134365,Alexandra,,Enskede-Årsta-Vantörs,59.2845,18.06215,Private room,3000,1,0,,,1,0
12950394,Nature & urban vibes in Stockholm!,35532498,Ingrid,,Hägersten-Liljeholmens,59.31692,18.00877,Private room,498,2,0,,,1,10
12958709,Last minute! Nice house near ESC.,49953155,Jonas,,Skarpnäcks,59.28468,18.10086,Entire home/apt,1400,5,8,2019-08-10,0.22,1,70
12959135,Skyview in the lovely Östermalm,56459363,Alex,,Östermalms,59.34882,18.06475,Entire home/apt,689,4,35,2018-08-18,0.56,1,31
12960248,Good apartment in the heart of Stockholm,71255134,Temesgen,,Södermalms,59.30969,18.05527,Entire home/apt,1000,2,31,2017-07-25,0.50,3,181
12964822,Charming flat in close proximity to everything!,33184487,Per,,Norrmalms,59.33898,18.03844,Entire home/apt,2000,8,4,2017-06-20,0.06,1,364
12968886,Big apartment in Sthlms nicest area,71338584,Adnan,,Södermalms,59.31337,18.07973,Entire home/apt,1821,2,39,2020-08-27,0.65,1,301
12987910,Cozy apartment in quiet area,62983582,Louise,,Skärholmens,59.29237,17.944,Private room,350,2,149,2020-01-13,2.90,3,143
12992455,World class neighborhood -  best for 2,70821530,Antti,,Södermalms,59.31663,18.05453,Entire home/apt,1130,3,61,2019-09-03,1.03,1,138
13012029,"Large house in Solhem, Spånga",71794370,Jessica,,Spånga-Tensta,59.38218,17.8754,Entire home/apt,1714,3,16,2016-07-25,0.31,1,249
13018074,Lux. penthouse in SoFo with 2 large balconies,6142107,Sara,,Södermalms,59.31474,18.0807,Entire home/apt,3589,30,0,,,1,178
13024341,Beautiful house in the heart of Stockholm,11325648,Angelica,,Hägersten-Liljeholmens,59.29647,17.95064,Entire home/apt,1950,7,3,2018-08-29,0.06,2,358
13034357,＃SoFo Chill & Explore - Everything Minutes Away,38896757,Emil,,Södermalms,59.31387,18.08038,Entire home/apt,1690,2,21,2019-05-27,0.36,1,0
13034875,"Rörstrandsgatan, Birkastan",6649978,Pia,,Norrmalms,59.34022,18.03029,Entire home/apt,500,240,0,,,1,0
13037236,Apartment with one of the best locations,45260813,Anja,,Östermalms,59.34122,18.0922,Entire home/apt,1699,1,9,2016-10-23,0.18,1,80
13058766,Extraordinary peaceful clean room,27261167,Maria,,Älvsjö,59.29014,17.99926,Private room,900,1,1,2016-05-30,0.02,1,364
13061179,House close to the city.,72345572,Matilda,,Skärholmens,59.27931,17.87628,Entire home/apt,1230,4,5,2019-08-11,0.08,1,107
13069231,"Nice and light apt, in the heart of Södermalm",17749108,Eva,,Södermalms,59.31229,18.06021,Entire home/apt,1500,2,6,2016-08-16,0.10,2,0
13118419,Apartment in central Stockholm,58307187,Johan,,Södermalms,59.30805,18.083,Entire home/apt,587,3,8,2016-08-28,0.37,1,0
13119838,Lovely family friendly villa near city center,10939904,Susanna & Marcus,,Älvsjö,59.27844,17.98953,Entire home/apt,1650,7,11,2017-07-10,0.23,1,31
13134884,Beautiful 2 bedroom apartment in central Stockholm,73171744,Navid,,Kungsholmens,59.33388,18.04351,Entire home/apt,1500,3,19,2016-09-12,0.40,1,200
13145476,I room apt close to the water,39502179,Richard,,Kungsholmens,59.33707,17.99914,Entire home/apt,950,2,0,,,2,181
13161603,Nice apartment in trendy SOFO at Södermalm,73501587,Ulrika,,Södermalms,59.30845,18.08277,Entire home/apt,1200,3,38,2018-10-26,0.61,1,11
13163985,Cosy appartment newly renovated,73524407,Terése,,Hägersten-Liljeholmens,59.31012,17.99551,Entire home/apt,1245,4,20,2016-11-01,0.35,1,15
13180677,"Light and airy in the heart of SOFO, Södermalm ",38680120,Andreas,,Södermalms,59.31356,18.08468,Entire home/apt,800,3,95,2019-09-09,1.91,1,0
13190000,Södermalm Mariatorget 110 m2,53837251,Patrik,,Södermalms,59.31745,18.06725,Entire home/apt,2261,5,12,2018-08-04,0.20,1,0
13195404,5 Room apartment in the city center of Stockholm.,22492533,Jonas,,Norrmalms,59.33919,18.06015,Entire home/apt,6950,2,23,2019-09-15,0.40,1,363
13203647,"Lovely room in central Stockholm, hotel-feeling",73974316,Katarina,,Östermalms,59.35283,18.06346,Entire home/apt,950,3,34,2019-09-09,0.57,1,85
13245059,"Modern style, family friendly, near lake & City",74446491,Fredrik,,Farsta,59.25036,18.11489,Entire home/apt,1230,7,23,2018-07-16,0.37,1,8
13287657,4 rooms apartment in Sofo.,74960337,Caroline,,Södermalms,59.31525,18.08384,Entire home/apt,2000,6,0,,,1,1
13342484,"Super-central, cozy apartment in trendy Sofo!",22582615,Johanna,,Södermalms,59.31028,18.07664,Entire home/apt,1275,4,5,2018-07-16,0.08,1,0
13373854,Fresh apartment for long-term stay,4922434,Julia,,Skärholmens,59.27666,17.87562,Entire home/apt,680,14,15,2020-02-17,0.29,3,289
13376978,Great Junior 1 bedroom Apartment,17371921,Matt,,Kungsholmens,59.33703,18.03103,Entire home/apt,920,1,15,2021-04-18,0.43,4,329
13385009,Cosy apartment in  Sofo,76074402,Ulrika,,Södermalms,59.30883,18.08525,Entire home/apt,900,3,19,2019-04-18,0.38,1,47
13443888,Stockholm,76739900,Robin,,Kungsholmens,59.3253,18.00624,Entire home/apt,1100,3,20,2018-08-28,0.33,1,89
13451059,Cozy room at perfect location,49712743,Jonatan,,Enskede-Årsta-Vantörs,59.29925,18.07917,Private room,431,2,73,2018-07-10,1.36,2,0
13458384,"Bright cozy apartment in SOFO, Södermalm",76908742,Max,,Södermalms,59.31062,18.06968,Entire home/apt,1300,1,19,2018-09-04,0.32,1,364
13472362,Living Room in Eco Apartment in Södermalm,77076562,Johnny,,Södermalms,59.31637,18.05269,Shared room,2600,1,3,2016-10-05,0.05,1,0
13491172,Nice studio in city Vasastan for two,77308395,Maria,,Norrmalms,59.34412,18.04329,Entire home/apt,667,30,27,2017-09-06,0.45,1,0
13507766,Top modern roof top apartment in the city center,10192112,Carl-Johan,,Norrmalms,59.34441,18.04873,Entire home/apt,2014,5,10,2019-07-24,0.16,1,70
13520328,Self contained guesthouse in peaceful villa garden,77662952,Lotta,,Enskede-Årsta-Vantörs,59.28271,18.08879,Entire home/apt,779,2,114,2020-08-21,1.86,1,244
13533991,Cosy and modern apartment,77829721,Fredrik,,Bromma,59.33956,17.9529,Entire home/apt,780,2,17,2019-09-02,0.29,1,63
13535151,"Room2, for GIRL,  minimum 5month from 1st of Oct.",11384441,Evgénia (Evi),,Hässelby-Vällingby,59.36847,17.84135,Private room,160,7,6,2021-07-10,0.11,2,295
13541739,Studio apartment in the heart of Vasastan,76923403,Lovisa,,Norrmalms,59.34441,18.03709,Entire home/apt,800,4,4,2019-07-20,0.07,1,19
13548691,frist floor flat  in A Quite area,77252286,Eddin,,Skärholmens,59.29197,17.93314,Private room,331,1,114,2019-09-08,1.90,1,89
13552056,Fantastisk våning i Gamla Stan i hjärtat av Stlm,8771302,Linn,,Södermalms,59.32527,18.06874,Entire home/apt,2990,3,51,2019-08-10,0.83,1,349
13556356,"Spacious three room flat w Piano, Sofo Södermalm",74840626,Erik,,Södermalms,59.31489,18.07614,Entire home/apt,1000,30,3,2017-06-04,0.05,2,6
13559906,Modern och ljus lägenhet på 2 rum och kök,40000011,Mireille,,Enskede-Årsta-Vantörs,59.295731,18.07243,Entire home/apt,1000,1,0,,,2,176
13575672,Stockholm for rent.,39056529,Gabriel,,Bromma,59.33996,17.8803,Private room,899,2,3,2016-07-31,0.05,1,88
13593982,"Big flat close to lake beaches, 15 min to city",78558201,Klas,,Farsta,59.24774,18.09258,Private room,410,7,1,2018-08-17,0.03,1,89
13601268,Charmigt hus nära stan i Enskede,59341453,Mia,,Enskede-Årsta-Vantörs,59.28495,18.06129,Entire home/apt,1550,7,12,2017-08-07,0.22,1,214
13621641,"2 rooms, kitchen and large terrace in Örby-Älvsjö",78899930,Holger,,Enskede-Årsta-Vantörs,59.26817,18.02863,Private room,750,7,7,2018-07-20,0.11,3,242
13634708,Great 2 bedroom apartment in Stockholm,17371921,Matt,,Bromma,59.33598,17.97488,Entire home/apt,1730,1,8,2019-05-10,0.25,4,261
13648486,2 rooms in a cosy house near the Älvsjö fair,79237188,Kerstin Vilselius,,Enskede-Årsta-Vantörs,59.27251,18.02383,Private room,350,1,39,2019-07-01,0.71,1,90
13676679,"2.5 rooms, own kitchen. Basement apt-ment, Älvsjö.",78899930,Holger,,Enskede-Årsta-Vantörs,59.26933,18.02909,Private room,690,7,9,2021-03-20,0.15,3,142
13707735,"Townhouse in green, friendly and city close area",80008863,Andreas,,Bromma,59.32002,17.9548,Entire home/apt,1509,4,6,2019-08-24,0.17,1,24
13710418,Charming 2 room apartment few steps from Karlaplan,30624579,Lily,,Östermalms,59.33891,18.08834,Entire home/apt,649,365,0,,,1,358
13719548,Central studio with balcony near Karlaplan,28226449,Victoria,,Östermalms,59.33721,18.08878,Entire home/apt,950,5,13,2016-09-06,0.21,1,27
13723681,Trendy townhouse with lovely garden,16255862,My,,Enskede-Årsta-Vantörs,59.27589,18.03117,Entire home/apt,996,4,12,2020-03-01,0.22,1,59
13762144,Apartment w. balcony near Stureplan,80679173,Tomas,,Östermalms,59.34173,18.06744,Entire home/apt,695,28,6,2021-07-01,0.16,1,303
13770010,"2 rooms, terrace in SW, entrance floor. Älvsjö (R)",78899930,Holger,,Enskede-Årsta-Vantörs,59.26933,18.02909,Private room,750,7,5,2018-07-15,0.08,3,219
13776795,Designer apartment with big balcony,765176,Sharokh,,Norrmalms,59.34701,18.05852,Entire home/apt,1500,3,25,2017-08-01,0.41,1,168
13821751,3 bedroom flat in trendy Södermalm,6631124,Johan,,Södermalms,59.31673,18.07873,Entire home/apt,2000,2,70,2021-06-22,1.43,1,350
13821874,Rum i mysiga Aspudden ONLY WOMEN/ A COUPLE,70120061,Helena,,Hägersten-Liljeholmens,59.3065,18.00898,Private room,499,1,16,2019-08-22,0.27,2,273
13824571,Townhouse with unique location!,34527809,John,,Södermalms,59.30497,18.09035,Entire home/apt,1890,3,1,2016-12-04,0.02,1,201
13854330,Nice double room in Stockholm,24056977,Sven,,Kungsholmens,59.33048,18.01445,Private room,518,2,19,2018-02-18,0.32,1,86
13890704,Nice room in Kista Centrum,72977376,Per,,Rinkeby-Tensta,59.4002,17.94578,Private room,250,2,155,2020-09-04,2.61,1,316
13904485,Lux Bedroom good place in Stockholm w/ 2 beds,82440045,Elie,,Älvsjö,59.28578,18.01333,Private room,750,1,41,2018-10-23,0.69,3,0
13988429,Modern city apartment at Hornstull close to water!,37261709,Abel,,Södermalms,59.31819,18.03211,Entire home/apt,737,3,59,2018-06-12,1.05,1,154
14021574,Central three room flat facing a park,83894952,Hannah,,Södermalms,59.31079,18.07105,Entire home/apt,1300,4,52,2020-02-23,0.98,1,6
14053929,Everything around the corner!,33414364,Fanny,,Norrmalms,59.34241,18.04016,Entire home/apt,875,2,10,2017-06-02,0.17,1,362
14066604,Charming house near city center,84463017,Daniel,,Bromma,59.3228,17.97164,Entire home/apt,2400,3,2,2019-08-14,0.08,1,110
14070551,3 room Apartment in Hornstull,84508439,Janne,,Södermalms,59.31901,18.04353,Entire home/apt,1100,50,0,,,1,89
14070879,"Nice room in a house, Bromma",5118235,Susanne,,Bromma,59.34282,17.9174,Private room,400,3,38,2019-09-03,0.64,1,1
14122541,Chic etagelägenhet med jätteterrass,14039777,Sofia,,Södermalms,59.31546,18.03016,Entire home/apt,1195,4,13,2019-10-24,0.25,1,341
14141028,"Quiet Room in Sofo, Stockholm!",74840626,Erik,,Södermalms,59.31538,18.07852,Private room,657,5,11,2019-08-25,0.22,2,0
14145775,Great Seaview calm area db bedroom,58899195,Louise,,Hässelby-Vällingby,59.36064,17.83069,Private room,390,1,37,2019-09-01,0.62,1,90
14152306,A safe and relaxed place for women,19816532,Eva,,Hägersten-Liljeholmens,59.31616,18.01516,Private room,600,2,39,2019-08-29,0.77,1,88
14175945,Privat room in central Stockholm,17872507,Vendela,,Kungsholmens,59.33266,18.02663,Private room,500,1,48,2020-04-08,0.90,1,154
14179788,Light apartment with private terrace,34293991,Jenny,,Södermalms,59.30415,18.10536,Entire home/apt,1350,5,4,2018-07-22,0.11,1,271
14181539,Central room in Vasastan,16765103,Victor,,Norrmalms,59.33919,18.03297,Private room,500,1,19,2018-04-17,0.39,1,48
14293572,Miss Park's Cozy Apartment2 :),87120186,Gogi,,Enskede-Årsta-Vantörs,59.26309,18.04365,Private room,350,1,38,2017-02-06,0.63,1,90
14295783,Studio/1 bedroom 10min by metro from Sthlm Central,17627852,Martin,,Skarpnäcks,59.29415,18.10445,Entire home/apt,615,1,112,2020-06-18,1.90,1,48
14312095,"Central modern spatious apartment, amazing view",36618654,Anna,,Södermalms,59.3127,18.08509,Entire home/apt,1950,4,7,2018-06-22,0.15,1,16
14333335,Lux Apartment and Bedroom good place in Stockholm,82440045,Elie,,Älvsjö,59.28532,18.01442,Private room,599,1,27,2017-09-03,0.54,3,0
14399325,Vackert hus i Bromma med spabad! Hyr helt hus,88506411,Anders,,Bromma,59.33075,17.94588,Entire home/apt,1814,3,36,2021-07-01,0.60,1,275
14461699,"Large room in wonderful Södermalm, near Nytorget",28484705,Annika,,Södermalms,59.31267,18.09356,Private room,890,2,8,2019-12-31,0.37,1,90
14499555,Very modern house with garden.,75388909,Bin,,Hässelby-Vällingby,59.39026,17.81584,Private room,500,1,23,2019-08-19,0.39,1,57
14538762,A cozy apartment 13 minutes from Stockholm City,7190770,Yasir,,Hägersten-Liljeholmens,59.30623,17.98557,Private room,3000,1,1,2016-10-02,0.02,1,365
14542251,The South Island Haven (Södermalm),30804333,Rachel,,Södermalms,59.3186,18.03448,Entire home/apt,730,30,2,2017-08-26,0.09,1,43
14580778,"Central, good com with balcony and bath",80996959,Antolina,,Norrmalms,59.34584,18.05808,Entire home/apt,599,4,56,2019-12-15,0.98,1,9
14601226,Cozy Room South of Stockholm,79134539,Caroline,,Hägersten-Liljeholmens,59.29615,17.99527,Private room,310,2,39,2019-09-28,0.72,1,149
14658098,Classic in central Stockholm,5873957,Lena,,Södermalms,59.31556,18.05769,Entire home/apt,2400,3,37,2019-06-25,0.64,1,114
14690946,Bedroom in a very nice apartment,88416015,Karin,,Södermalms,59.30208,18.10121,Private room,720,1,4,2016-09-29,0.15,1,363
14705634,"Nice room Malarhojden #1, only 20min to StockholmC",91470251,Bjorn,,Hägersten-Liljeholmens,59.30087,17.96218,Private room,331,3,172,2019-06-23,2.92,3,0
14720731,Your own cozy studio 10 min from the city.,25310349,Constancia,,Farsta,59.27421,18.08386,Entire home/apt,400,3,22,2017-10-23,0.46,1,13
14846265,Ljus och nyrenoverad lägenhet i hjärtat av Söder,92922909,Åsa,,Södermalms,59.31599,18.06671,Entire home/apt,504,2,9,2019-07-21,0.36,1,108
14882548,Charmig lägenhet på Maria-berget,40821016,Vanessa,,Södermalms,59.32102,18.06334,Entire home/apt,900,3,0,,,1,346
14890911,Charmigt hus mitt i Gamla Enskede,29850274,Magnus,,Enskede-Årsta-Vantörs,59.28389,18.08736,Entire home/apt,2000,5,2,2019-04-24,0.04,1,137
14904604,Big quiet room close to Odenplan station,93592727,Cata,,Norrmalms,59.34311,18.04101,Private room,449,3,49,2017-06-08,0.92,1,0
14930347,Modern and central studio; heart of Stockholm,39323683,Sofia,,Norrmalms,59.34087,18.04056,Entire home/apt,1415,1,39,2017-06-25,0.69,1,178
14938890,Beautiful home in trendy Hornstull/Sodermalm,93975955,Nils,,Södermalms,59.31886,18.0302,Entire home/apt,900,4,33,2019-09-15,0.62,1,200
15000226,Separate 10 sq.m room i 20 min to city center,94604679,Anastasia,,Hässelby-Vällingby,59.36668,17.8779,Private room,450,1,2,2016-09-17,0.07,1,180
15005150,Studio apartment in the heart of Södermalm,81806054,Pär & Regina,,Södermalms,59.31939,18.05772,Entire home/apt,750,1,375,2021-06-24,6.57,3,30
15010489,Charmig 2a på Kungsholmen,88837600,Loiz,,Kungsholmens,59.33778,18.01539,Entire home/apt,914,7,15,2019-08-27,0.26,1,79
15022331,"Big, cosy apartment in the center",94324346,Lena,,Södermalms,59.31229,18.05098,Entire home/apt,923,3,24,2019-07-19,0.42,1,0
15051571,"Room in Hagersten #2, only 20min to Stockholm C",91470251,Bjorn,,Hägersten-Liljeholmens,59.3029,17.96095,Private room,328,3,96,2020-01-07,1.96,3,0
15109221,Unique flat at Mariatorget the heart of  Sodermalm,47605089,Vivianne,,Södermalms,59.31822,18.06684,Entire home/apt,1443,2,35,2020-02-23,1.41,1,53
15139993,"Rent room, 17min to T-central & green area",47268498,Senait,,Farsta,59.27512,18.09255,Private room,395,2,36,2019-08-17,0.67,1,88
15179952,Right in front of the water!,96352405,Rafaele,,Kungsholmens,59.33626,18.03035,Entire home/apt,1200,10,4,2019-05-09,0.07,1,364
15186367,Mysigt lugnt 56mkv nära till allt,96311208,Altin Aldo,,Hägersten-Liljeholmens,59.30154,18.01102,Shared room,348,14,0,,,1,0
15203368,"Centralt, lugnt, fräscht på charmiga kungsholmen.",7611039,Katarina,,Kungsholmens,59.33738,18.02886,Entire home/apt,610,2,118,2020-02-29,2.04,1,292
15234949,Scandinavian style studio apartment in Hornstull,12395177,Charlotte,,Södermalms,59.31537,18.03292,Entire home/apt,850,4,40,2019-06-23,0.90,1,0
15260947,Balla Bromma,97074080,Joan,,Bromma,59.34329,17.9367,Private room,256,7,6,2020-01-20,0.17,2,62
15350513,Large 2 bedroom apartment: Glory2,31783855,Residence,,Södermalms,59.32533,18.07291,Entire home/apt,3896,2,36,2019-08-24,0.86,8,357
15368503,Chic apt City/Djurgården near boats to artipelago,73499095,Erika,,Östermalms,59.34757,18.10785,Private room,810,4,14,2016-12-06,0.28,1,26
15371048,Your cozy room close to the lake,98186766,Shadi,,Hässelby-Vällingby,59.38362,17.80292,Private room,700,1,0,,,1,0
15434261,Lovely room(women only). City Center South,41452948,Monica,,Södermalms,59.31634,18.05724,Private room,450,14,89,2019-05-31,1.55,1,104
15488637,A home away from home,28039167,Isa,,Norrmalms,59.34158,18.04979,Entire home/apt,1952,2,44,2019-08-26,0.82,1,30
15492981,Fresh living close to waterfront in Stockholm,6453227,Annika,,Kungsholmens,59.34048,18.01014,Entire home/apt,1000,2,3,2016-11-05,0.05,1,270
